id,name,type,formart,description
1224,participacao,query,,"Tipo de participação: ""T"" (titular) / ""S"" (suplente) - só funciona a partir da versão 4"
1225,uf,query,,Sigla da UF do mandato - só funciona a partir da versão 4
1226,casa,query,,"Sigla da casa aonde ocorre o pronunciamento - SF (Senado), CD (Câmara), CN (Congresso), PR (Presidência), CR (Comissão Representativa do Congresso), AC (Assembléia Constituinte)"
1227,dataFim,query,,Data de fim do período da pesquisa no formato AAAAMMDD
1228,dataInicio,query,,Data de início do período da pesquisa no formato AAAAMMDD
1229,numeroSessao,query,,Número da sessão plenária
1230,tipoSessao,query,,Tipo da sessão plenária (veja serviço que lista os tipos de sessão)
1231,ano,query,,Ano da matéria - retorna apenas as matérias do ano informado
1232,numero,query,,Número da matéria - retorna apenas as matérias do número informado.
1233,primeiro,query,,"(S ou N) - retorna apenas as matérias cujo senador é o primeiro autor, ou seja, o autor principal (S) ou apenas as que o senador é coautor (N)."
1234,sigla,query,,Sigla da matéria - retorna apenas as matérias da sigla informada.
1235,tramitando,query,,(S ou N) - retorna apenas as matérias que estão tramitando (S) ou apenas as que não estão (N).
1236,comissao,query,,Sigla da comissão - retorna apenas os cargos na comissão informada.
1237,indAtivos,query,," Se ""S"" retorna apenas os cargos atuais, se ""N"" retorna apenas os já finalizados"
1238,legislatura,path,,Número da Legislatura
1239,exercicio,query,,"Filtrar apenas parlamentares que entraram em exercício ""S"" (sim) ou apenas os que não entraram ""N"" (não)"
1240,participacao,query,,"Tipo de participação: ""T"" (titular) / ""S"" (suplente)"
1241,uf,query,,Sigla da UF do mandato - só funciona a partir da versão 4
1242,legislaturaFim,path,,
1243,legislaturaInicio,path,,
1244,alteracao,query,,"Descrição do tipo de atualização (somente a partir da versão 4) - para ver a lista de tipos de atualização, acesse o serviço http://legis.senado.leg.br/dadosabertos/docs/resource_MateriaService.html#resource_MateriaService_tiposAtualizacoesXml_GET	"
1245,ano,query,," Ano da matéria"
1246,codAssuntoEspecifico,query,," Código do assunto específico"
1247,codAssuntoGeral,query,,Código do assunto geral
1248,codigo,query,," Código da matéria"
1249,numdias,query,,Número de dias a considerar (X): matérias alteradas nos últimos X dias - X por default é 5. Há dados de até 30 dias na versão 4 e até 1 dia na versão 2.
1250,numero,query,,Número da matéria
1251,sigla,query,,Sigla do subtipo da matéria
1252,termo,query,,
1253,data,query,YYYYMMDD," formato (YYYYMMDD) - Parâmetro usado para que sejam retornadas apenas as matérias cuja última atualização é igual ou posterior à data informada"
1254,hora,query,HHMISS,"formato (HHMISS) - Onde HH é no padrão 24 horas e MI representa os minutos, com 2 dígitos - parâmetro usado para que sejam retornadas apenas as matérias cuja hora da última atualização é igual ou posterior à hora informada. Deve ser informado apenas se a data também for informada."
1255,numero,query,,Número da matéria
1256,sigla,query,,Sigla do subtipo da matéria
1257,dataref,query,"YYYYMMDD ",formato YYYYMMDD - Data de referência para filtrar tramitações
1258,data,path,,Data da tramitação
1259,sigla,path,," Sigla do tipo de proposição (em maiúsculo)"
1260,comissao,query,," Sigla da comissão -> necessário para requerimentos de comissão criados a partir de 2019 (com sigla REQ)"
1261,ano,path,,Ano (com 4 dígitos) da proposição
1262,numero,path,,Número da proposição
1263,ano,query,,ano da matéria
1264,anoNorma,query,,ano da norma jurídica gerada
1265,codigoClasse,query,,código da classificação da matéria
1266,codigoConteudo,query,,código do conteúdo informacional da matéria
1267,dataFimApresentacao,query,AAAAMMDD,"data de fim para pesquisa da data de apresentação da matéria, no formato AAAAMMDD"
1268,dataInicioApresentacao,query,AAAAMMDD,"data de início para pesquisa da data de apresentação da matéria, no formato AAAAMMDD"
1269,nomeAutor,query,,nome do autor da matéria
1270,numero,query,,número da matéria
1271,numeroNorma,query,,número da norma jurídica gerada
1272,palavraChave,query,,palavra (opcional) chave para a pesquisa
1273,sigla,query,,sigla da matéria
1274,siglaComissaoReq,query,,sigla da comissão do requerimento - para requerimentos de comissão a partir de 2019
1275,tipoNorma,query,,sigla do tipo da norma jurídica gerada
1276,tramitando,query,,"indica se retorna apenas as matérias que estão tramitando (""S"") ou não (""N"")"
1277,codigo,path,,	Código do Encontro Legislativo
1278,data,path,AAAAMMDD,Data no formato AAAAMMDD
1279,dataSessaoLeg,path,,
1280,ano,path,AAAA,Ano no formato AAAA
1281,dataSessao,path,AAAAMMDD,"Data da sessão no formato "
1282,dataFim,path,AAAAMMDD,Data fim para as sessões da consulta no formato AAAAMMDD
1283,dataInicio,path,AAAAMMDD,Data inicial para as sessões da consulta no formato AAAAMMDD
1284,numeroSessao,query,,Número da sessao
1285,siglaCasa,query,,"Sigla da casa (SF = Senado Federal, CN = Congresso Nacional)"
1286,tipoSessao,query,,Sigla do tipo de sessão
1287,codigoReuniao,path,,Código da reunião
1288,parlamentar,query,,Código do parlamentar para mostrar sua participação
1289,sigla,path,,Sigla da comissão (em maiúsculo)
1290,tipo,path,,"Tipo do documento (pauta, pautacheia ou resultado)"
1291,idReuniao,path,,Código da Reunião (Reunião de Comissão ou outro colegiado)
1292,siglaComissao,path,,Sigla da comissão
1293,codigo,path,,Código do parlamentar
1294,ano,path,,Ano (com 4 dígitos) da proposição
1295,numero,path,,Número da proposição
1,registroAns,string,,Registro operadora na ANS
2,razao_social,string,,Razão social
3,nome_fantasia,string,,Nome Fantasia da operadora
4,cnpj,string,,CNPJ da Operadora
5,ativa,string,,"0 - ativa, 1 - inativa (Operadora Ativa ou Inativa)"
6,page,integer,,"Paginação, número da página (Default value: 0)"
7,size,integer,,"Valor máximo é 100, acima disto a API retornará erro 400. (Default value: 20)"
8,sort,string,,"Default value: razao_social, Available values: registro_ans, cnpj, razao_social, nome_fantasia, classificacao_sigla, ativa"
9,oSpec,object,,{}
10,aSpec,object,,{}
11,sigla,string,,Sigla
12,nome,string,,Nome
134,no_criterio_aposentadoria,VARCHAR(100),null,População Coberta - Descrição Nível 4
135,qt_grupo_masc,"DECIMAL(10,0)",1,Quantidade Masculino
136,vl_medio_base_calculo_masc,"DECIMAL(15,2)",1018.33,Média Base Cálculo / Benefício Masculino
137,vl_idade_media_masc,"DECIMAL(5,2)",77,Idade Média Masculino
138,vl_idade_med_aposent_masc,"DECIMAL(5,2)",70,Idade Média Aposentadoria Projetada Masculino
139,vl_idade_med_adm_masc,"DECIMAL(5,2)",43,Idade Média Admissão Masculino
140,vl_folha_mensal_masc,"DECIMAL(15,2)",1018.33,Valor Folha Mensal Masculino
141,qt_grupo_fem,"DECIMAL(10,0)",3,Quantidade Feminino
142,vl_medio_base_calculo_fem,"DECIMAL(15,2)",1034.2,Média Base Cálculo / Benefício Feminino
143,vl_idade_media_fem,"DECIMAL(5,2)",52,Idade Média Feminino
144,vl_idade_med_aposent_fem,"DECIMAL(5,2)",48,Idade Média Aposentadoria Projetada Feminino
145,vl_idade_med_adm_fem,"DECIMAL(5,2)",34,Idade Média Admissão Feminino
146,vl_folha_mensal_fem,"DECIMAL(15,2)",3102.6,Valor Folha Mensal Feminino
147,cd_demonstrativo,"DECIMAL(6,0)",500000,Código Dem. Result. Atuarial
148,ds_item_resultado,VARCHAR(200),ATIVOS GARANTIDORES DOS COMPROMISSOS DO PLANO DE BENEFÍCIOS,Descrição Dem. Result. Atuarial
149,vl_geracao_atual,VARCHAR(8000) CHARACTER SET UNICODE,207554161.7,Valor da Geração Atual
150,cd_hipotese_demografica,"DECIMAL(5,0)",10001,Codigo Hipoteses Dem. Econ. (tabela interna)
151,ds_hipotese_demografica,VARCHAR(150) CHARACTER SET UNICODE,Projeção da Taxa de Juros Real para o Exercício,Descricao Hipoteses Dem. Econ.
152,tp_unidade,VARCHAR(20) CHARACTER SET UNICODE,Percentual,Unidade
153,te_hipotese_demografica,VARCHAR(1000) CHARACTER SET UNICODE,6,Hipoteses
154,vl_previsto_dois_antes,VARCHAR(250),0,"Valor Previsto no DRAA de ""Ano da Data da Avaliacao -2"
155,vl_ocorrido_dois_antes,VARCHAR(250),0,"Valor Ocorrido em ""Ano da Data da Avaliacao - 2"
156,vl_previsto_um_antes,VARCHAR(250),0,"Valor Previsto no DRAA de ""Ano da Data da Avaliacao -1"
157,vl_ocorrido_um_antes,VARCHAR(250),0,"Valor Ocorrido em ""Ano da Data da Avaliacao - 1"
158,vl_previsto_ano_avaliacao,VARCHAR(250),6,"Valor Previsto no DRAA de ""Ano da Data da Avaliacao"
159,vl_ocorrido_ano_avaliacao,VARCHAR(250),0,"Valor Ocorrido em ""Ano da Data da Avaliacao"
160,vl_perspectiva_longo_prazo,VARCHAR(250),6,Perspectiva Longo Prazo
161,te_justificativa_tecnica,VARCHAR(500) CHARACTER SET UNICODE,NÃO TEMOS A INFORMACAO,Justificativa Técnica
162,cd_hipotese_biometrica_masc,"DECIMAL(4,0)",1211,Codigo Hipoteses Biometricas (tabela interna) - Masculina
163,ds_hipotese_biometrica_masc,VARCHAR(100) CHARACTER SET UNICODE,IBGE 2016 - Ambos - Extrap MPS,Descricao da Tabua - Populacao Masculina
164,cd_tipo_tabua_masc,"DECIMAL(4,0)",1000,Codigo Hipoteses Biometricas (tabela interna) - Masculina
165,tp_tabua_masc,VARCHAR(100) CHARACTER SET UNICODE,Tábua de Mortalidade de Válido - Fase Laborativa,Tipo de Tabua - Masculina
166,nr_even_prev_menos_dois_anos_m,"DECIMAL(15,2)",4.48,"Numero de Eventos Previstos pela Tabua Utilizada no DRAA de ""ANO DA DATA DA AVALIACAO -2"" - Masculina"
167,nr_even_ocor_menos_dois_anos_m,"DECIMAL(15,2)",0,"Numero de Eventos Ocorridos em ""ANO DA DATA DA AVALIACAO -2"" - Masculina"
168,nr_even_prev_menos_um_ano_m,"DECIMAL(15,2)",4.37,"Numero de Eventos Previstos pela Tabua Utilizada no DRAA de ""ANO DA DATA DA AVALIACAO -1"" - Masculina"
169,nr_even_ocor_menos_um_ano_m,"DECIMAL(15,2)",0,"Numero de Eventos Ocorridos em ""ANO DA DATA DA AVALIAÇÂO -1"" - Masculina"
170,nr_even_prev_menos_ano_aval_m,"DECIMAL(15,2)",4.43,"Numero de Eventos Previstos pela Tabua Utilizada no DRAA de ""ANO DA DATA DA AVALIACAO"" - Masculina"
171,nr_even_ocor_menos_ano_aval_f,"DECIMAL(15,2)",,"Numero de Eventos Ocorridos em ""ANO DA DATA DA AVALIACAO"" - Feminina"
172,ds_justificativa_tecnica_fem,VARCHAR(500) CHARACTER SET UNICODE,,Justificativa Tecnica para Eventuais Discrepancias - Feminina
173,nr_notificacao,VARCHAR(14),,Número da Notificação
174,no_tipo_documento,VARCHAR(50),,DRAA Tipo de Documento
175,no_item_analise,VARCHAR(100),,Consistência - Segregação da Massa Item de Análise
176,no_situacao_item_analise,VARCHAR(100),,Notificacao sem resposta. Prazo expirado. Situacao irregular Situação do Item de Análise
177,dt_notificao,TIMESTAMP(6),,2018-06-14 10:37:21 Data da Notificação
178,dt_preclusao,TIMESTAMP(6),,2018-07-16 00:00:00 Data da Preclusão
179,dt_resposta,TIMESTAMP(6),,2018-07-16 00:00:00 Data da Resposta
180,nr_prazo_resposta,INTEGER,,30 Prazo para Resposta (Dias)
181,dt_competencia_base_cadastral,CHAR(14),,2006-01-01 00:00:00 Competência da Base Cadastral
182,tp_poder,VARCHAR(50),,Legislativo Poder do Órgão
183,tp_orgao,VARCHAR(50),,Administração Direta Tipo do Órgão
184,cd_tema,"DECIMAL(5,0)",,31001 Codigo Interno Parecer Atuarial
185,no_tema,VARCHAR(160) CHARACTER SET UNICODE,,Perspectivas de alteração futura no perfil e na composição da massa de segurados Tema
186,te_parecer,VARCHAR(1000) CHARACTER SET UNICODE,,null Parecer
187,tx_juros,"DECIMAL(3,0)",,6 Taxa de Juros
188,vl_aporte,VARCHAR(8000) CHARACTER SET UNICODE,,11286673.04 Valor do Aporte
189,vl_aliquotas,VARCHAR(8000) CHARACTER SET UNICODE,,63.77 Valor da Alíquota
190,vl_base_calculo,VARCHAR(8000) CHARACTER SET UNICODE,,1154494503 Valor da Base de Cálculo
191,vl_saldo_inicial,VARCHAR(8000) CHARACTER SET UNICODE,,9551894742 Valor do Saldo Inicial
192,vl_pagamentos,VARCHAR(8000) CHARACTER SET UNICODE,,-736221144.7 Valor de Pagamentos
193,vl_saldo_final,VARCHAR(8000) CHARACTER SET UNICODE,,9388787282 Saldo Final
194,vl_juros,VARCHAR(8000) CHARACTER SET UNICODE,,18700561.95 Valor do Juros
195,vl_amortizacao,VARCHAR(8000) CHARACTER SET UNICODE,,-238588921.9 Valor de Amortização
196,nr_plano_benefico,"DECIMAL(6,0)",,110102 Codigo Interno do Plano de Beneficios
197,no_beneficio_plano,VARCHAR(100) CHARACTER SET UNICODE,,"Aposentadorias Programadas (Por Idade, Tempo de Contribuição e Compulsória) Benefício do Plano"
198,nr_regime_financeiro,"DECIMAL(3,0)",,104 Código Regimes e Métodos
199,ds_regime_financeiro,VARCHAR(80) CHARACTER SET UNICODE,,REGIME FINANCEIRO DE CAPITALIZAÇÃO - AGREGADO Regime Financeiro e Método de Financiamento
200,ds_metodo_financiamento,VARCHAR(500) CHARACTER SET UNICODE,,null Descrição do Método de Financiamento
201,tp_contribuicao,VARCHAR(50),,Ente Federativo Tipo de Contribuição Normal
202,vl_anual_base_calculo,VARCHAR(8000) CHARACTER SET UNICODE,,1055600301 Valor Anual Base Cálculo
203,vl_aliquota,VARCHAR(8000) CHARACTER SET UNICODE,,12.2 Alíquota
204,vl_contribuicao_esperada,VARCHAR(8000) CHARACTER SET UNICODE,,128783236.8 Contribuição Esperada Atual
205,vl_aliquota_definida,VARCHAR(8000) CHARACTER SET UNICODE,,12.2 Alíquota Definida na Avaliacao Atuarial
206,vl_contribuicao_definida,VARCHAR(8000) CHARACTER SET UNICODE,,128783236.8 Contribuição Esperada Definida
207,in_retificacao,CHAR(5),,Sim Retificação
208,in_motivo_notificacao,CHAR(5),,Sim Motivado por Notificacao
209,no_previdencia_complementar,CHAR(5),,Não Implataou Previdencia Complementar
210,no_beneficio_tesouro,CHAR(5),,Sim Beneficios Mantidos pelo Tesouro
211,no_segregacao_massa,VARCHAR(50) CHARACTER SET UNICODE,,Instituida neste Exercicio ou Mantida Nome da Segregação em Massa
212,dt_ingresso_segurado,VARCHAR(15),,2020-03-01 00:00:00 Data de Ingresso do Segurado
213,nr_idade_segurado,CHAR(5),,20 Idade do Segurado
214,in_segurado_servidor,CHAR(5),,Sim Condicao Segurado - Servidor
215,in_segurado_aposentado,CHAR(5),,Sim Condicao Segurado - Aposentado
216,in_segurado_pensionista,CHAR(5),,Sim Condicao Segurado - Pensionista
217,no_atuario_responsavel,VARCHAR(100),,José da Silva Nome do Atuario Responsavel
218,nr_registro_prof_atuario,VARCHAR(30),,123 Numero do Registro Profissional
219,tp_documento,VARCHAR(40),,Lei Tipo de Documento
220,nr_documento,VARCHAR(20),,7114 Numero do Documento
221,dt_documento,VARCHAR(15),,2009-12-23 00:00:00 Data do Documento
222,no_categoria_demonstrativo,VARCHAR(15),,Detalhe Tipo de Categoria
223,vl_geracao_futura,VARCHAR(8000) CHARACTER SET UNICODE,,0 Valor da Geracao Futura
224,ds_plano_segregacao,VARCHAR(30) CHARACTER SET UNICODE,,Previdenciário Nome do Plano de Segregação
225,no_sujeito_passivo,VARCHAR(30) CHARACTER SET UNICODE,,"Ente Nome do Sujeito Passivo(Ente, Servidor, Aposentado, Pensionista, Custo Suplementar)"
226,dt_inicio_vigencia,TIMESTAMP(6),,2021-03-31 14:15:05 Data de Iníco de Vigência da Alíquota
227,dt_fim_vigencia,TIMESTAMP(6),,2021-03-31 14:15:05 Data de Fim de Vigência da Alíquota
228,id_vigente,VARCHAR(15) CHARACTER SET UNICODE,,Vigente Identifica se a Alíquota está Vigente ou não
229,tp_regime,VARCHAR(15) CHARACTER SET UNICODE,,RPPS Tipo de Regime
230,nr_crp,VARCHAR(20) CHARACTER SET UNICODE,,931001-190583 Número de Emissão do CRP
231,ds_situacao,VARCHAR(20) CHARACTER SET UNICODE,,Vigente Situação do CRP (Vigente ou Vencido)
232,dt_emissao,VARCHAR(20) CHARACTER SET UNICODE,,2021-03-31 14:15:05 Data de Emissão do CRP
233,dt_validade,VARCHAR(20) CHARACTER SET UNICODE,,2021-03-31 14:15:05 Data de Vencimento do CRP
234,tp_crp,"""tp_crp VARCHAR(20) CHARACTER SET UNICODE""",,Judicial Tipo de Emissão do CRP (Administrativo ou Judicial)
235,dt_inicio,TIMESTAMP(6),,2021-03-31 14:15:05 Data de Criação do Regime Previdenciário
236,dt_fim,TIMESTAMP(6),,2021-03-31 14:15:05 Data de Extinção do Regime Previdenciário
237,no_tipo_legislacao,VARCHAR(50) CHARACTER SET UNICODE,,"Lei Tipo de Documento (Decreto, Lei, etc)"
238,nr_legislacao,VARCHAR(400) CHARACTER SET UNICODE,,700 Numero do Documento
239,dt_legislacao,TIMESTAMP(6),,2021-03-31 14:15:05 Data de Criação da Legislação
240,te_ementa,VARCHAR(8000) CHARACTER SET UNICODE,,Criação do RPPS Ementa da Legislação
241,tp_vinculo_legislacao,VARCHAR(30) CHARACTER SET UNICODE,,Criação do Regime Tipo de Vínculo da Legislação
